居住地,工作地,出行周期偏好,出行时段偏好,高峰出行模式,单次出行距离,活动区域,高频目的地类型,规律性行程,规律行程距离,规律行程耗时,通勤方向,工作时长
金盏西村,无法确认用户工作地点。,均衡型,均衡型,错峰出行者,均衡复合型,跨城活动, 汽车销售 > 汽车销售 > 汽车销售,无规律性行程,无,无,待实现,work_time_list is []
