居住地,工作地,出行周期偏好,出行时段偏好,高峰出行模式,单次出行距离,活动区域,高频目的地类型,规律性行程,规律行程距离,规律行程耗时,通勤方向,工作时长
保利云上澄光(南门),闻天下创新中心,均衡型,均衡型,错峰出行者,中途主导型,跨城活动, 交通设施服务 > 停车场 > 停车场出入口,无规律性行程,无,无,待实现,灵活/短时
